Rk,Team,Conf,NetRtg,ORtg,DRtg,AdjT,Luck,SS_NetRtg,SS_ORtg,SS_DRtg,NCSOS_NetRtg
206,Indiana St.,MVC,-3.22,109,112.2,72.5,-0.03,0.67,107.5,106.9,-3.53
207,Quinnipiac,MAAC,-3.29,101.6,104.9,72.2,0.045,-5.55,103.3,108.9,0.86
208,Queens,ASun,-3.41,106.4,109.8,69,0.065,-3.31,106.4,109.7,1.52
209,Cal Poly,BW,-3.42,108,111.4,74.9,0.006,3.13,108.1,105,5.49
210,Longwood,BSth,-3.43,106.5,110,69.2,0.011,-3.43,107.3,110.7,-3.16
211,Campbell,CAA,-3.46,102.8,106.2,66.3,-0.056,-3.41,105.8,109.2,-3.36
212,Northeastern,CAA,-3.46,104.2,107.7,67.6,0.03,-3.46,104.8,108.3,-3.11
213,Youngstown St.,Horz,-3.54,102.9,106.4,69.7,0.044,-4.85,105.6,110.4,-5.68
214,Brown,Ivy,-3.55,104,107.6,66.1,0.033,-3.31,106.5,109.8,-4.51
215,Hampton,CAA,-3.96,104.5,108.4,65.8,-0.014,-2.09,107,109,0.93
216,Abilene Christian,WAC,-4.18,98.9,103,69.2,0.039,-0.89,105.3,106.2,1.36
217,Bucknell,PL,-4.23,103.1,107.3,67.7,0.009,-6.35,104.2,110.5,0.54
218,Hawaii,BW,-4.25,103.9,108.2,66.2,0.04,-0.93,106.2,107.1,-2.2
219,Little Rock,OVC,-4.26,98.9,103.2,67.4,0.012,-7.29,102.4,109.6,2.6
220,William & Mary,CAA,-4.29,108.6,112.8,71.4,0.047,-2.15,105.8,108,-0.77
221,UT Arlington,WAC,-4.43,107.6,112,67.9,-0.029,-1.2,104.7,105.9,0.65
222,Wright St.,Horz,-4.46,109.5,113.9,67.8,-0.071,-2.85,106.5,109.3,0.8
223,Maine,AE,-4.65,102.1,106.7,66.2,-0.024,-6.51,104,110.5,-2.75
224,Hofstra,CAA,-4.68,98.4,103,63.9,-0.033,-1.67,106.2,107.8,2.97
225,Southern,SWAC,-4.77,100.7,105.5,69.1,0.091,-5.91,103.1,109,11.72
226,Fordham,A10,-5.09,106.5,111.5,70.1,0.004,2.08,107.2,105.1,-2.84
227,Vermont,AE,-5.25,100.3,105.5,62.6,0.114,-5.5,104.8,110.2,-0.77
228,Presbyterian,BSth,-5.44,105.2,110.6,64.4,-0.027,-2.13,107.6,109.7,-0.53
229,Northwestern St.,Slnd,-5.49,102.4,107.8,64.4,0.067,-0.4,106.8,107.2,12.21
230,Valparaiso,MVC,-5.55,106.5,112.1,68.8,-0.003,0.38,107.2,106.8,-4.08
231,SIUE,OVC,-5.56,101.9,107.5,66.5,0.044,-8.64,102.1,110.8,-2.74
232,South Dakota,Sum,-5.59,110.4,116,74.7,0.084,-3.08,107.5,110.6,-3.17
233,UC Davis,BW,-5.66,97.2,102.9,67.6,0.084,0.33,108.1,107.8,2.52
234,Missouri St.,MVC,-5.71,102.1,107.8,64.1,-0.11,1.55,109.5,108,0.92
235,UMass Lowell,AE,-5.75,109.4,115.1,69.1,0.006,-6.99,102.1,109.1,-2.44
236,UT Rio Grande Valley,Slnd,-6.14,105,111.1,70.7,0.007,-2.8,105.3,108.1,0.84
237,Kansas City,Sum,-6.2,100.9,107.1,65,-0.102,-1.33,109.1,110.4,1.5
238,Richmond,A10,-6.24,103.4,109.7,64,-0.008,3.22,108.8,105.6,-1.92
239,Pepperdine,WCC,-6.35,105.4,111.8,69.7,-0.061,2.6,108.2,105.6,-3.49
240,Northern Kentucky,Horz,-6.36,102.2,108.6,66.1,0.063,-1.89,107.2,109.1,4.19
243,La Salle,A10,-6.55,102.8,109.4,69.1,0.047,2.24,108.2,106,-0.78
244,Jackson St.,SWAC,-6.55,101.6,108.2,68.9,-0.003,-0.95,105.9,106.9,17.18
245,Manhattan,MAAC,-6.56,108.8,115.3,67.7,0.009,-7.69,102.1,109.8,-5.12
246,Northern Arizona,BSky,-6.91,105.7,112.6,67.1,0.011,-4.65,106,110.7,-4.28
247,Georgia Southern,SB,-7.07,103,110.1,69.9,0.074,-3.92,105.8,109.7,-2.33
248,Fresno St.,MWC,-7.07,101,108.1,71,-0.025,6.97,110.9,104,-1.31
249,Incarnate Word,Slnd,-7.08,107,114,64.6,-0.02,-5.14,103.8,108.9,-4.6
250,Toledo,MAC,-7.12,110.9,118,68.4,0.13,-1.99,106.4,108.4,4.11
251,Evansville,MVC,-7.12,98.9,106.1,67.1,-0.023,1.75,109.3,107.5,1.68
252,American,PL,-7.19,102.3,109.5,63.6,0.128,-5.52,104.5,110,2.16
253,Marist,MAAC,-7.2,99,106.2,64.4,0.099,-10.23,101.6,111.9,-10.68
254,FIU,CUSA,-7.45,97.8,105.2,69.1,-0.071,0.31,107.6,107.3,-5.26
255,Mercer,SC,-7.51,100.7,108.2,71.6,-0.031,-1.67,106.9,108.6,-1.37
256,Sacred Heart,MAAC,-7.66,105.7,113.4,70.5,-0.03,-7.02,102.8,109.8,-1.89
257,Tennessee St.,OVC,-7.73,102.3,110.1,71.2,-0.058,-7.66,102,109.7,0.51
258,North Florida,ASun,-7.8,110.1,117.9,72.4,0.049,-1.58,107.2,108.8,7.67
259,Gardner Webb,BSth,-8.14,104.1,112.2,69.3,-0.008,-1.34,108.2,109.5,0.85
260,Mount St. Mary's,MAAC,-8.14,101.2,109.3,68.2,0.146,-6.76,103.3,110,-0.48
261,Portland,WCC,-8.3,106.4,114.7,68.7,0.039,2.46,108.6,106.2,-3.2
262,Charlotte,Amer,-8.34,104.8,113.2,65.2,-0.006,0.11,108.2,108.1,-3.33
263,Harvard,Ivy,-8.35,102,110.4,65.8,0.045,-1.46,106.6,108,-2.44
264,Albany,AE,-8.41,103.3,111.7,67.8,0.015,-6.96,103.5,110.5,-3.75
265,Iona,MAAC,-8.48,97.7,106.2,68.9,-0.011,-6.62,103.6,110.2,-2.61
266,Colgate,PL,-8.52,105.5,114,67.4,-0.045,-4.7,104.3,109,3.01
267,Delaware,CAA,-8.72,108.4,117.1,70.9,-0.012,-2.16,104.9,107.1,-0.97
268,Georgia St.,SB,-8.91,106.8,115.7,69.2,0.016,-2.72,105.9,108.6,-1.3
269,Austin Peay,ASun,-8.98,102.6,111.5,66.4,0.025,-0.95,108.7,109.7,6.21
270,North Dakota,Sum,-9.15,108.2,117.4,69.2,-0.018,-0.29,108.8,109.1,3.11
271,Idaho,BSky,-9.17,108.6,117.8,66.3,0.023,-1.91,106.3,108.2,2.87
272,Columbia,Ivy,-9.2,107.1,116.3,70.7,-0.015,-4.94,104.9,109.9,-9.89
273,Houston Christian,Slnd,-9.2,101.7,110.9,65.2,-0.004,-2.25,105.4,107.7,5.59
274,Navy,PL,-9.22,101.9,111.2,67,-0.07,-7.82,102.5,110.3,-5.43
275,Ball St.,MAC,-9.26,104.8,114.1,66.4,-0.04,-6.3,104.6,110.9,-6.04
276,Monmouth,CAA,-9.39,104.1,113.5,67.6,0.03,-1.28,106.3,107.6,2.94
277,Texas Southern,SWAC,-9.5,96.3,105.8,70,-0.047,-5.75,103.3,109,13.57
278,Stephen F. Austin,Slnd,-9.64,95.3,104.9,67.7,0.055,-2.14,105.5,107.7,1.45
279,Bethune Cookman,SWAC,-9.69,98.4,108.1,69.3,0.103,-4.03,104.4,108.4,9.7
280,Southern Utah,WAC,-9.94,100.6,110.6,69.2,0.041,-0.48,105.6,106.1,0.62
283,Pacific,WCC,-9.99,102,112,66.7,-0.024,3.66,109.8,106.1,0.52
284,LIU,NEC,-10.04,94.7,104.7,65.4,0.006,-9.21,102.5,111.7,-2.07
285,Tulsa,Amer,-10.11,100.7,110.8,66.4,-0.063,-1.55,107.1,108.6,-8.82
286,Penn,Ivy,-10.12,104.5,114.6,67.1,-0.014,-1.03,106.6,107.6,-0.89
287,Eastern Washington,BSky,-10.37,103,113.4,67.4,0.002,-0.36,108.2,108.5,6.99
288,Saint Peter's,MAAC,-10.38,96.4,106.8,63.7,0.005,-5.39,104.5,109.9,0.38
289,San Diego St,WCC,-10.55,99.7,110.3,71.1,-0.096,2.2,108.6,106.4,-3.06
290,Lafayette,PL,-10.61,98.7,109.3,66.3,-0.084,-7.46,103.6,111.1,-4.44
291,Southern Miss,SB,-10.66,98.3,109,71.5,-0.023,-1.11,106.3,107.4,0.94
292,Bowling Green,MAC,-10.75,100.1,110.8,69.3,0.011,-5.81,105.1,110.9,-5.94
293,Alabama St.,SWAC,-10.78,102.3,113.1,68.1,-0.009,-8.1,102.1,110.2,7.01
294,Eastern Michigan,MAC,-10.83,103.8,114.7,67.3,0.13,-4.75,105.9,110.6,-2.81
295,Tennessee Martin,OVC,-11.03,100.8,111.8,66.9,-0.05,-6.67,102.5,109.2,3.26
296,VMI,SC,-11.05,100.8,111.9,68.6,0.008,-1.53,107.3,108.8,-1.64
